ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5888218,F,Y,Y,0,211500.0,Working,Incomplete higher,Civil marriage,House / apartment,-10648,-583,1,0,0,0,,2.0
6842818,F,N,Y,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-8481,-1262,1,0,0,0,Sales staff,3.0
6728036,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12876,-2638,1,0,0,0,Laborers,3.0
6014147,M,N,N,2,175500.0,Working,Secondary / secondary special,Married,House / apartment,-15207,-5334,1,0,1,0,Laborers,4.0
6590584,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-24735,365243,1,0,0,1,,1.0
6542349,F,N,Y,0,171000.0,Working,Higher education,Married,House / apartment,-10888,-230,1,0,0,0,HR staff,2.0
6184946,F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-21777,-1555,1,0,1,1,Managers,2.0
5804613,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13299,-1387,1,0,0,0,Laborers,3.0
5465377,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13469,-2862,1,0,1,0,Sales staff,3.0
5791521,F,N,N,0,247500.0,Working,Higher education,Single / not married,House / apartment,-12317,-5423,1,0,0,0,Core staff,1.0
7291636,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,With parents,-8832,-1296,1,0,0,0,Drivers,1.0
5822768,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14343,-1360,1,0,1,1,Sales staff,3.0
6577309,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24799,365243,1,0,0,0,,2.0
6154131,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-18668,365243,1,0,0,0,,1.0
7304013,F,N,Y,1,54000.0,Working,Secondary / secondary special,Married,House / apartment,-9879,-2529,1,1,0,0,Sales staff,3.0
6491861,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22476,365243,1,0,0,0,,1.0
5857972,F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24274,365243,1,0,1,0,,1.0
6410106,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,Rented apartment,-21319,365243,1,0,0,0,,2.0
5500170,F,N,N,0,189000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11643,-1447,1,0,0,0,Cooking staff,1.0
5969616,F,N,N,1,270000.0,Working,Higher education,Civil marriage,House / apartment,-13271,-3169,1,0,0,0,Managers,3.0
6744595,M,N,N,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-21487,-7519,1,0,0,0,Laborers,3.0
6790357,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19339,-2783,1,0,0,0,Managers,2.0
6263179,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13535,-4649,1,0,1,0,Accountants,2.0
6071360,F,N,Y,0,292500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15714,-458,1,1,1,0,,1.0
6099603,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18141,-1323,1,0,0,1,Secretaries,2.0
5901279,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10030,-1813,1,1,0,0,Sales staff,2.0
5452375,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,-19656,365243,1,0,0,0,,2.0
6562862,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19864,-255,1,0,0,0,Core staff,1.0
5156318,M,Y,N,0,135000.0,Working,Higher education,Single / not married,With parents,-8272,-127,1,0,1,0,,1.0
5024740,F,N,Y,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18130,-154,1,0,0,0,,2.0
5993696,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10969,-3887,1,0,0,0,Laborers,2.0
6035880,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18478,365243,1,0,1,0,,2.0
6102947,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20794,365243,1,0,0,0,,2.0
5988285,F,Y,N,0,180000.0,Working,Higher education,Married,House / apartment,-12192,-2880,1,1,1,0,Core staff,2.0
6576789,F,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15627,-1823,1,0,1,0,,3.0
6840014,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19045,-1669,1,0,0,0,Laborers,1.0
6725072,M,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15338,365243,1,0,1,0,,2.0
6037544,F,N,Y,3,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15761,-5130,1,0,0,0,Laborers,5.0
6423271,F,N,Y,1,144000.0,Working,Higher education,Civil marriage,House / apartment,-13435,-122,1,1,1,1,Secretaries,3.0
6273980,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17847,-5331,1,0,0,0,Laborers,2.0
7759531,F,N,Y,2,180000.0,Working,Higher education,Married,House / apartment,-13746,-1300,1,1,1,0,,4.0
5579190,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21735,365243,1,0,0,0,,2.0
5669586,M,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15955,-5179,1,0,0,0,,4.0
5788748,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-13177,-2407,1,0,0,1,Accountants,4.0
5068643,F,N,Y,0,337500.0,Working,Higher education,Widow,House / apartment,-22613,-2970,1,0,1,0,Accountants,1.0
6806802,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13451,-1556,1,0,1,0,,2.0
6038205,F,Y,N,1,202500.0,Working,Higher education,Single / not married,House / apartment,-12502,-900,1,0,0,0,Core staff,2.0
5313634,F,N,Y,1,247500.0,Commercial associate,Higher education,Married,House / apartment,-10112,-895,1,0,0,1,,3.0
6280632,M,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-23262,-5417,1,0,1,0,Core staff,2.0
5278828,M,Y,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-13396,-1678,1,0,0,0,Laborers,2.0
5987386,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-15477,-8234,1,0,0,0,Core staff,2.0
6152026,M,Y,N,2,180000.0,Working,Higher education,Married,House / apartment,-13629,-3238,1,0,0,0,,4.0
5629270,F,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-11077,-2256,1,0,0,0,Managers,2.0
5268425,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23388,365243,1,0,0,0,,1.0
5633249,F,Y,N,0,315000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21172,365243,1,0,0,0,,2.0
6618273,F,Y,Y,0,202500.0,Working,Higher education,Separated,House / apartment,-9474,-2011,1,0,0,1,,1.0
6597031,F,N,N,0,130500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22473,365243,1,0,1,0,,1.0
5713902,F,N,Y,0,175500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19571,365243,1,0,0,0,,2.0
6053390,F,N,Y,2,180000.0,Working,Secondary / secondary special,Separated,With parents,-10862,-1006,1,1,1,1,Laborers,3.0
6469412,F,N,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,-20686,-5926,1,0,0,0,,1.0
6120958,F,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14436,-5646,1,0,1,1,,4.0
7095141,F,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14197,-3350,1,1,1,0,High skill tech staff,3.0
6551296,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-16539,-1239,1,0,0,0,,3.0
5738354,M,Y,Y,0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14850,-648,1,1,1,0,Laborers,1.0
5837580,F,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13525,-3673,1,1,0,0,Core staff,2.0
6529697,M,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10834,-442,1,0,0,0,Core staff,3.0
6139261,M,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20276,365243,1,0,0,0,,2.0
5618106,M,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12855,-1919,1,0,1,1,Drivers,3.0
6119191,M,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16828,-376,1,0,0,0,Drivers,3.0
5670853,F,Y,Y,1,306000.0,Commercial associate,Higher education,Married,House / apartment,-12987,-3741,1,0,0,0,Accountants,3.0
5981460,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-11518,-1599,1,0,0,0,Managers,4.0
5180827,F,N,Y,1,252000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14987,-3079,1,0,0,0,Laborers,3.0
5837960,F,N,Y,3,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9877,-1386,1,1,0,0,Sales staff,5.0
6153803,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0
5091584,F,N,N,2,225000.0,Working,Secondary / secondary special,Married,With parents,-12244,-2361,1,0,0,0,Sales staff,4.0
5021547,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0
5603278,M,N,Y,1,279000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15678,-3650,1,0,0,0,Laborers,3.0
5529217,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18450,-1181,1,0,1,0,,3.0
6152253,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14734,-801,1,1,0,0,Laborers,2.0
6398377,M,Y,Y,0,436500.0,Commercial associate,Higher education,Married,House / apartment,-21392,-5529,1,1,1,1,Managers,2.0
5452564,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17855,-467,1,0,0,0,Cleaning staff,2.0
5045558,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17991,-3304,1,0,0,0,,3.0
5118435,F,N,N,0,171000.0,Pensioner,Higher education,Married,House / apartment,-20771,365243,1,0,1,0,,2.0
5066491,M,Y,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22952,365243,1,0,1,0,,2.0
5307450,F,Y,N,0,126000.0,Commercial associate,Higher education,Married,House / apartment,-14985,-110,1,1,1,0,,2.0
5118194,F,N,N,0,171000.0,Working,Secondary / secondary special,Separated,Office apartment,-16241,-8862,1,1,0,0,Drivers,1.0
5224701,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9253,-643,1,0,0,0,Sales staff,1.0
5026127,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13108,-4545,1,0,1,0,,2.0
5878807,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22030,365243,1,0,0,0,,2.0
6780891,F,N,N,1,270000.0,Commercial associate,Higher education,Married,House / apartment,-13152,-380,1,1,0,0,Managers,3.0
5537834,M,Y,N,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19485,-1999,1,0,1,0,Security staff,2.0
5934375,M,N,Y,1,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-10200,-1495,1,0,0,0,IT staff,3.0
6612719,F,Y,Y,0,450000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21707,365243,1,0,0,0,,1.0
5761938,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10863,-820,1,0,0,0,Laborers,2.0
5156660,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20150,365243,1,0,0,0,,2.0
5876526,F,Y,N,1,90000.0,Working,Higher education,Married,House / apartment,-11767,-2764,1,0,0,0,Laborers,3.0
5729917,F,Y,N,0,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14885,-644,1,1,0,0,Medicine staff,2.0
6539936,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-11539,-784,1,0,1,0,Sales staff,3.0
6228815,F,N,Y,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12653,-1454,1,0,0,0,Core staff,2.0
6839887,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22551,365243,1,0,0,0,,1.0
5537811,F,Y,N,2,135000.0,Commercial associate,Higher education,Married,House / apartment,-12907,-1757,1,1,1,1,Accountants,4.0
5564094,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-16651,-4997,1,0,1,0,Laborers,2.0
6196282,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13821,-537,1,1,0,0,Laborers,2.0
5609901,F,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10938,-3595,1,0,0,0,Accountants,3.0
5499646,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13379,-1368,1,1,0,0,Sales staff,3.0
6544528,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12589,-792,1,1,1,0,Laborers,3.0
6835879,F,Y,Y,1,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-11697,-2048,1,0,0,1,Core staff,3.0
5061147,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21454,365243,1,0,0,0,,2.0
6100311,M,N,Y,0,108000.0,Pensioner,Lower secondary,Married,House / apartment,-24728,365243,1,0,1,0,,2.0
6794065,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-15434,-8053,1,0,0,0,Drivers,3.0
5807772,F,N,Y,0,85500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23037,-4616,1,0,0,0,Security staff,1.0
6563637,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17438,-3959,1,0,0,0,Medicine staff,1.0
6137573,F,N,N,2,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-14452,-1624,1,1,1,0,,4.0
6335759,F,N,N,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21210,365243,1,0,0,0,,2.0
5095130,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-21523,365243,1,0,1,0,,2.0
6793584,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9863,-1267,1,0,0,0,Laborers,2.0
6022434,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13282,-307,1,0,0,0,Accountants,2.0
7240782,F,Y,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12876,-2914,1,1,0,0,,4.0
5024947,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18643,-1707,1,1,0,0,Security staff,2.0
5385287,F,N,N,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11496,-459,1,1,1,0,Realty agents,1.0
6230613,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18242,-8588,1,1,1,0,Managers,2.0
5919306,F,N,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10522,-2800,1,1,1,1,Managers,4.0
5047927,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17850,-2014,1,0,1,0,Cooking staff,2.0
6736915,F,Y,Y,1,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-16279,-2832,1,0,0,0,Sales staff,2.0
5170037,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11418,-2832,1,0,0,0,Sales staff,3.0
6211980,M,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-15454,-974,1,0,0,0,Security staff,2.0
6262883,F,N,N,0,297000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19313,365243,1,0,1,0,,2.0
5981020,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-16050,-5786,1,1,1,0,High skill tech staff,2.0
5994557,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20777,365243,1,0,0,0,,2.0
5761860,M,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14117,-5385,1,0,0,0,Laborers,4.0
5792012,M,Y,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,-12223,-1832,1,0,0,1,Managers,4.0
6008936,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21855,365243,1,0,0,0,,2.0
5951914,M,Y,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10062,-969,1,0,0,0,Laborers,3.0
6050440,M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,-12717,-1305,1,0,0,0,Managers,3.0
6367824,M,N,Y,0,540000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17405,-454,1,0,0,0,Drivers,2.0
5772725,F,Y,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22983,365243,1,0,0,0,,2.0
6529830,F,Y,Y,0,72000.0,Commercial associate,Higher education,Married,House / apartment,-12491,-1813,1,0,0,0,Managers,2.0
5154339,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13243,-3077,1,0,0,1,,3.0
5343960,F,N,Y,0,360000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11927,-2802,1,1,0,0,Laborers,1.0
6304241,M,N,Y,1,189000.0,Working,Secondary / secondary special,Married,House / apartment,-16987,-429,1,0,0,0,Laborers,3.0
6189486,F,Y,Y,0,137250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16754,-2701,1,1,1,0,Cooking staff,2.0
5342760,M,Y,Y,1,292500.0,Working,Incomplete higher,Married,House / apartment,-9798,-3111,1,1,1,0,Laborers,3.0
6742950,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17639,-5917,1,0,0,0,Cooking staff,2.0
7907526,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20917,365243,1,0,0,1,,1.0
5269015,F,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18506,-6440,1,0,0,0,,2.0
5839508,F,Y,Y,2,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-11875,-5039,1,0,0,0,Medicine staff,4.0
6050879,M,N,Y,1,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14099,-939,1,0,0,0,Security staff,3.0
6688186,F,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14028,-479,1,0,0,0,,2.0
5509891,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21172,365243,1,0,1,0,,1.0
5143011,M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18692,365243,1,0,1,0,,3.0
6693576,M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-18455,-1523,1,0,0,0,,2.0
6544732,F,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10466,-1857,1,0,0,0,Core staff,1.0
6122748,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-22364,-5017,1,1,0,0,Core staff,2.0
6469995,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13147,-2335,1,0,1,0,Managers,2.0
5409545,F,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18265,-1267,1,0,0,0,Sales staff,3.0
5948964,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12667,-290,1,0,0,0,Laborers,3.0
6583433,M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15617,-2623,1,0,0,0,Managers,4.0
6273481,F,N,Y,0,157500.0,Pensioner,Higher education,Separated,House / apartment,-21314,365243,1,0,0,0,,1.0
6670128,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-18788,-4301,1,0,0,0,Laborers,2.0
6115561,F,Y,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-17885,-5421,1,0,0,1,High skill tech staff,2.0
5470836,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,Office apartment,-9958,-1114,1,0,0,1,Waiters/barmen staff,1.0
6543841,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15041,-2344,1,0,0,0,High skill tech staff,2.0
6234412,M,N,N,0,72000.0,Working,Incomplete higher,Single / not married,House / apartment,-8160,-656,1,0,0,1,Laborers,1.0
6235202,M,Y,Y,0,121500.0,Pensioner,Higher education,Married,House / apartment,-24549,365243,1,0,1,0,,2.0
5267647,M,N,N,0,157500.0,Working,Incomplete higher,Married,House / apartment,-13133,-2193,1,0,0,0,,2.0
6709706,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-17786,-6037,1,0,1,0,Managers,2.0
6723416,M,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18904,-835,1,0,0,0,Security staff,4.0
5568542,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22731,365243,1,0,1,0,,2.0
5223920,F,N,Y,1,202500.0,Working,Higher education,Married,Office apartment,-14459,-1859,1,0,0,1,Accountants,3.0
6366356,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14201,-1662,1,1,0,0,Laborers,3.0
6023825,F,N,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-21757,365243,1,0,1,0,,2.0
5559050,F,N,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-11941,-985,1,0,1,0,Sales staff,2.0
6472374,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-9401,-1149,1,0,0,1,Laborers,2.0
5788537,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17222,-1159,1,1,0,0,Sales staff,2.0
5951907,F,Y,Y,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,-19386,-147,1,0,0,0,,2.0
7715452,F,Y,Y,0,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-21077,-7738,1,0,1,0,Drivers,2.0
5626558,M,Y,Y,0,193500.0,Commercial associate,Higher education,Single / not married,House / apartment,-8722,-1078,1,0,1,1,Sales staff,1.0
5307355,M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,-11087,-3212,1,0,0,0,Sales staff,3.0
6480254,F,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20516,365243,1,0,1,1,,1.0
6690425,F,N,Y,3,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11095,-1095,1,0,0,0,Core staff,5.0
6139397,M,Y,Y,1,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14212,-1438,1,0,0,0,Laborers,3.0
5797040,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16546,-997,1,0,0,0,,3.0
6624843,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19202,-1551,1,0,0,0,Core staff,2.0
6053543,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20080,-9557,1,0,0,0,Managers,2.0
6014685,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10753,-2254,1,0,0,0,Managers,2.0
6605514,F,N,N,0,270000.0,Working,Higher education,Single / not married,House / apartment,-13007,-2416,1,1,1,0,,1.0
6103664,F,N,N,0,270000.0,Commercial associate,Higher education,Single / not married,Rented apartment,-17326,-615,1,0,0,0,,1.0
5776686,F,Y,N,0,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19804,-3250,1,0,1,0,Accountants,2.0
6268987,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22615,365243,1,0,0,0,,2.0
5189503,F,Y,N,1,157500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-17364,-6301,1,1,1,0,Medicine staff,3.0
6184719,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12958,-459,1,0,0,0,Sales staff,3.0
6631273,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22817,365243,1,0,0,0,,2.0
5936076,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17596,-10761,1,0,0,0,Managers,2.0
6152881,F,N,Y,1,162000.0,Working,Higher education,Single / not married,House / apartment,-16668,-1679,1,0,0,0,,2.0
6103244,F,N,Y,2,126000.0,State servant,Higher education,Married,House / apartment,-13517,-2991,1,0,1,1,,4.0
7464755,F,N,Y,2,135000.0,State servant,Lower secondary,Married,House / apartment,-14931,-5921,1,0,0,0,Medicine staff,4.0
5142221,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9811,-864,1,0,0,0,Core staff,3.0
5710829,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10195,-1990,1,0,0,0,Laborers,1.0
6723687,F,Y,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-12687,-804,1,0,0,0,Sales staff,3.0
6318015,F,N,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22670,365243,1,0,0,0,,2.0
6091974,F,Y,Y,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-16883,-9766,1,1,1,0,,2.0
5994145,M,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2.0
6472724,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13402,-206,1,0,0,0,Managers,2.0
5405755,F,Y,N,1,157500.0,Working,Incomplete higher,Married,House / apartment,-11134,-3533,1,1,0,0,Secretaries,3.0
7158926,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-18064,-4167,1,1,1,1,,1.0
5314875,F,Y,N,0,135000.0,State servant,Higher education,Married,House / apartment,-10590,-2083,1,0,0,1,Medicine staff,2.0
5637097,F,N,Y,1,270000.0,Working,Higher education,Single / not married,House / apartment,-15171,-7091,1,0,0,0,High skill tech staff,2.0
5952461,F,Y,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-18952,-665,1,0,1,0,Accountants,2.0
5115406,F,Y,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-14639,-679,1,0,0,0,Accountants,2.0
5021330,F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0
6272597,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-16405,-1274,1,0,1,1,,1.0
7022923,F,N,N,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18649,365243,1,0,0,0,,3.0
6664506,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,-11998,-832,1,0,0,0,High skill tech staff,1.0
